	subsys4	indices	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1
3344	Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)	3344	10	8	1	1	1	1	1	1	1	1	2	1	19	0	15	4	1	14	1	1
3345	Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)	3345	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3346	Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)	3346	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3347	Isovaleryl-CoA dehydrogenase (EC 1.3.99.10)	3347	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3348	ISPsy4, transposase	3348	10	8	1	1	1	1	1	1	1	1	1091	1	3	2	1	1	1	1	269	1
3349	ISPsy4, transposition helper protein	3349	10	1	1	1	1	1	1	1	1	1	220	1	3	2	1	1	1	1	43	1
3350	K transporter trk	3350	10	1	1	1	1	1	1	636	1	1	0	1	3	0	1	345	1	1	1	1
3351	KapD, inhibitor of KinA pathway to sporulation	3351	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3352	Kappa-fimbriae chaperone protein	3352	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3353	Kappa-fimbriae probable subunit	3353	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3354	Kappa-fimbriae usher protein	3354	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3355	Kef-type K+ transport systems (NAD-binding component fused to domain related to exopolyphosphatase)	3355	10	8	1	1	1	1	1	1	1	1	0	1	3	0	1	487	1	1	1	1
3356	Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	3356	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3357	Ketoisovalerate oxidoreductase subunit VorB (EC 1.2.7.7)	3357	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3358	Ketoisovalerate oxidoreductase subunit VorC (EC 1.2.7.7)	3358	10	1	1	1	1	1	1	1	1	1	0	1	3	2	1	1	1	1	1	1
3359	Ketol-acid reductoisomerase (EC 1.1.1.86)	3359	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3360	KH domain RNA binding protein YlqC	3360	10	1	1	1	1	1	1	1	1	1	0	1	3	0	142	81	1	1626	1	1
3361	KinB signaling pathway activation protein	3361	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3362	Ku domain protein	3362	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3363	Kup system potassium uptake protein	3363	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3364	Kynureninase (EC 3.7.1.3)	3364	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3365	Kynurenine 3-monooxygenase (EC 1.14.13.9)	3365	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3366	Kynurenine formamidase (EC 3.5.1.9)	3366	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3367	Kynurenine formamidase, bacterial (EC 3.5.1.9)	3367	10	1	1	73	1	1	7	1	1	1	1193	1	146	312	1	1	83	25	1	863
3368	L-2-amino-thiazoline-4-carboxylic acid hydrolase (EC 3.5.2.-)	3368	10	2	1	0	0	0	2	1	0	0	0	0	5	0	0	3	0	0	0	0
3369	L-2-keto-3-deoxyarabonate dehydratase (EC 4.2.1.43)	3369	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3370	L-2-keto-3-deoxyrhamnonate (l-KDR) aldolase	3370	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3371	L-2,4-diaminobutyric acid acetyltransferase (EC 2.3.1.-)	3371	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3372	L-alanine-DL-glutamate epimerase	3372	10	1	1	1	1	1	1	1	1	1	4	1	3	0	1	1	1	1	1	1
3373	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	3373	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3374	L-allo-threonine aldolase (EC 2.1.2.1)	3374	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3375	L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31)	3375	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3376	L-arabinolactonase (EC 3.1.1.15)	3376	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3377	L-arabinose 1-dehydrogenase (EC 1.1.1.46)	3377	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3378	L-arabinose isomerase (EC 5.3.1.4)	3378	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3379	L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)	3379	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3380	L-arabinose transport system permease protein (TC 3.A.1.2.2)	3380	10	0	0	0	1	0	2	0	0	0	1	2	3	0	0	0	0	0	2	0
3381	L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)	3381	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3382	L-arabinose-specific 1-epimerase (mutarotase)	3382	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3383	L-arabonate dehydratase (EC 4.2.1.25)	3383	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3384	L-asparaginase (EC 3.5.1.1)	3384	10	23	9	73	6	57	47	1	8	58	8	409	19	2	349	1	31	173	1	46
3385	L-Aspartate dehydrogenase (EC 1.4.1.21)	3385	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3386	L-aspartate oxidase (EC 1.4.3.16)	3386	10	1	1	1	16	12	1	1	1	1	0	1	3	10	1	4	11	29	1	158
3387	L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3)	3387	10	1	1	1	1	1	1	1	1	1	0	1	37	0	1	1	1	1	1	1
3388	L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)	3388	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3389	L-carnitine/gamma-butyrobetaine antiporter	3389	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3390	L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC	3390	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3391	L-Cystine ABC transporter, ATP-binding protein TcyC	3391	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3392	L-Cystine ABC transporter, ATP-binding protein TcyN	3392	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3393	L-Cystine ABC transporter, periplasmic cystine-binding protein	3393	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3394	L-Cystine ABC transporter, periplasmic cystine-binding protein TcyA	3394	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3395	L-Cystine ABC transporter, periplasmic cystine-binding protein TcyJ	3395	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3396	L-Cystine ABC transporter, periplasmic cystine-binding protein TcyK	3396	10	15	1	55	1	1	1	17	1	1	0	31	3	0	15	1	1	1	1	1
3397	L-Cystine ABC transporter, permease protein TcyB	3397	10	46	1	558	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3398	L-Cystine ABC transporter, permease protein TcyL	3398	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3399	L-Cystine ABC transporter, permease protein TcyM	3399	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
3400	L-cystine uptake protein TcyP	3400	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3401	L-ectoine synthase (EC 4.2.1.-)	3401	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3402	L-fuco-beta-pyranose dehydrogenase	3402	10	3	0	5	0	1	5	1	0	1	0	1	4	3	3	0	0	0	0	0
3403	L-fuconate dehydratase (EC 4.2.1.68)	3403	10	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
3404	L-fuconolactone hydrolase	3404	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3405	L-fucose isomerase (EC 5.3.1.25)	3405	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3406	L-fucose mutarotase	3406	10	1	1	1	1	1	1	1	1	1	10	1	3	7	1	1	1	1	1	1
3407	L-fucose operon activator	3407	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3408	L-fuculokinase (EC 2.7.1.51)	3408	10	12	0	14	0	2	8	0	1	4	0	0	0	0	0	0	0	0	0	0
3409	L-fuculose phosphate aldolase (EC 4.1.2.17)	3409	10	2	0	4	0	0	2	0	1	0	0	4	5	1	16	0	0	1	0	0
3410	L-idonate 5-dehydrogenase (EC 1.1.1.264)	3410	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3411	L-idonate, D-gluconate, 5-keto-D-gluconate transporter	3411	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3412	L-lactate dehydrogenase (EC 1.1.1.27)	3412	10	0	1	0	3	59	0	0	24	0	0	0	0	14	1	0	0	111	0	9
3413	L-lactate dehydrogenase (EC 1.1.2.3)	3413	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3414	L-lactate permease	3414	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3415	L-lysine 6-monooxygenase [NADPH] (EC 1.14.13.59), aerobactin biosynthesis protein IucD	3415	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3416	L-lysine permease	3416	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3417	L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-)	3417	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3418	L-ornithine 5-monooxygenase (EC 1.13.12.-), PvdA of pyoverdin biosynthesis	3418	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3419	L-pipecolate dehydrogenase (EC 1.5.99.3)	3419	10	1	1	1	1	1	13	1	1	1	0	1	3	0	1	1	1	1	1	1
3420	L-pipecolate oxidase (1.5.3.7)	3420	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3421	L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	3421	10	1	1	897	1	1	1	1	1	1	14	1	3	0	1	1	1	1	1	1
3422	L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1)	3422	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3423	L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	3423	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3424	L-Proline/Glycine betaine transporter ProP	3424	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3425	L-rhamnonate dehydratase (EC 4.2.1.90)	3425	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3426	L-rhamnose isomerase (EC 5.3.1.14)	3426	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3427	L-rhamnose mutarotase	3427	10	1	1	1	1	1	1	51	1	1	0	1	3	0	1	1	1	1	1	1
3428	L-rhamnose operon regulatory protein RhaS	3428	10	1	1	1	1	1	1	1	1	1	10	1	3	0	1	1	1	1	1	1
3429	L-rhamnose operon transcriptional activator RhaR	3429	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3430	L-rhamnose-1-dehydrogenase ( EC 1.1.1.173)	3430	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3431	L-rhamnose-proton symporter	3431	10	0	0	2	0	3	0	1	2	15	2	0	0	0	0	0	1	0	2	0
3432	L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22) (L-ascorbate utilization protein E)	3432	10	1	1	1	1	1	27	9	1	1	362	1	3	52	1	1	11	22	18	33
3433	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	3433	10	1	113	9	1	1	1	59	1	408	0	1	3	3	1	1	1	1	1	223
3434	L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4) (L-ascorbate utilization protein F)	3434	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3435	L-serine dehydratase (EC 4.3.1.17)	3435	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3436	L-serine dehydratase 1 (EC 4.3.1.17)	3436	10	1	35	1	6	17	1	1	1	1	131	1	3	475	5	1	1	98	1	1
3437	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	3437	10	1	1	1	1	1	1	1	1	1	340	1	200	564	1	1	1	1	1	998
3438	L-serine dehydratase, beta subunit (EC 4.3.1.17)	3438	10	12	2	6	1	20	6	8	1	111	1	40	34	4	60	4	3	74	5	3
3439	L-seryl-tRNA(Sec) kinase	3439	10	0	0	0	0	0	0	0	1	5	0	0	0	6	1	0	6	0	0	0
3440	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	3440	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3441	L-sorbose 1-phosphate reductase (EC 1.1.1.-)	3441	10	1	1	1	1	1	1	1	1	1	2	1	3	0	1	1	1	1	1	1
3442	L-sulfolactate dehydrogenase (EC 1.1.1.272)	3442	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3443	L-threonine 3-dehydrogenase (EC 1.1.1.103)	3443	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3444	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	3444	10	0	0	0	0	0	1	4	1	1	0	1	2	0	3	0	0	0	0	0
3445	L-threonine transporter, anaerobically inducible	3445	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3446	L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)	3446	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3447	L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-) homolog	3447	10	1	1	1	1	92	1	1	1	1	71	1	3	7	1	1	1	1	1	1
3448	L-xylulose/3-keto-L-gulonate kinase (EC 2.7.1.-)	3448	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3449	L,D-transpeptidase ErfK	3449	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3450	L,D-transpeptidase YbiS	3450	10	8	1	1	1	12	1	1	1	1	152	1	3	304	1	1	1	141	43	1
3451	L,D-transpeptidase YcbB	3451	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3452	L,D-transpeptidase YcfS	3452	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3453	L,D-transpeptidase YnhG	3453	10	8	1	1	1	17	1	1	1	1	109	1	3	25	1	1	1	1	18	1
3454	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	3454	10	0	1	0	0	1	1	1	0	1	0	0	7	0	0	0	0	2	1	1
3455	LacI family transcriptional regulator, row 218	3455	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3456	Lactacin F ABC transporter permease component	3456	10	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	1
3457	Lactacin F transporter auxillary protein	3457	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3458	Lactacin F two-component system response regulator	3458	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	7	1	1
3459	Lactacin F two-component system sensor histidine kinase	3459	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3460	Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization (EC 1.2.1.22)	3460	10	1	1	1	1	12	20	1	1	1	0	1	3	0	1	1	1	1	1	5
3461	Lactaldehyde reductase (EC 1.1.1.77)	3461	10	1	35	1	1	1	1	34	1	1	0	1	3	2	1	1	1	1	1	37
3462	Lactam utilization protein LamB	3462	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3463	Lactate 2-monooxygenase (EC 1.13.12.4)	3463	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3464	Lactate-responsive regulator LldR in Actinobacteria, GntR family	3464	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3465	Lactate-responsive regulator LldR in Betaproteobacteria, LysR family	3465	10	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
3466	Lactate-responsive regulator LldR in Enterobacteria, GntR family	3466	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3467	Lactate-responsive regulator LldR in Firmicutes, GntR family	3467	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3468	Lacto-N-biose phosphorylase (EC 2.4.1.211)	3468	10	1	1	9	1	109	13	1	1	1	2383	1	55	711	1	1	83	1	1	33
3469	Lactobacillus delbrueckii phage mv4 main capsid protein Gp34 homolog lin2390	3469	10	5933	218	2397	1	1	1	110	1	1	0	3391	4767	0	5	1	1	1	1	1
3470	Lactose and galactose permease, GPH translocator family	3470	10	1	1	1	1	1	1	1	1	1	0	255	3	0	1	987	1	1	1	1
3471	Lactose permease	3471	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3472	Lactose phosphotransferase system repressor	3472	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3473	Lactoylglutathione lyase (EC 4.4.1.5)	3473	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3474	Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase	3474	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3475	Laminarinase (EC 3.2.1.39)	3475	10	1	1	1	1	471	1014	110	172	654	20	204	3	0	1	1	1	1	1	1
3476	Large exoproteins involved in heme utilization or adhesion	3476	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3477	Large subunit naph/bph dioxygenase	3477	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3478	Large-conductance mechanosensitive channel	3478	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3479	Late competence protein ComC, processing protease	3479	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3480	Late competence protein ComEA, DNA receptor	3480	10	1	1	1	1	35	1	1	8	1	6	1	3	49	1	1	1	14	1	1
3481	Late competence protein ComEC, DNA transport	3481	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3482	Late competence protein ComGA, access of DNA to ComEA	3482	10	1	1	1	1	1	1	1	1	1	0	11	3	0	1	207	1	1	1	1
3483	Late competence protein ComGB, access of DNA to ComEA	3483	10	8	1	1	1	35	1	9	1	65	0	21	91	0	56	1	1	1	9	1
3484	Legionaminic acid biosynthesis protein PtmA	3484	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3485	Legionaminic acid biosynthesis protein PtmF	3485	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3486	Legionaminic acid biosynthesis protein PtmG	3486	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3487	Legionaminic acid cytidylyltransferase (EC 2.7.7.43)	3487	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3488	Legionaminic acid synthase (EC 2.5.1.56)	3488	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3489	Leu operon leader peptide	3489	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3490	Leucine dehydrogenase (EC 1.4.1.9)	3490	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3491	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	3491	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3492	Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	3492	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3493	Leucyl-tRNA synthetase (EC 6.1.1.4)	3493	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3494	Leucyl-tRNA synthetase-like protein in Burkholderia mallei group	3494	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3495	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	3495	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3496	Light dependent period modulator LdpA	3496	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	18	1
3497	Light-dependent protochlorophyllide reductase (EC 1.3.1.33)	3497	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3498	Light-harvesting LHI, alpha subunit	3498	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3499	Light-harvesting LHI, beta subunit	3499	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3500	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein ChlL (EC 1.18.-.-)	3500	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3501	Light-independent protochlorophyllide reductase subunit B (EC 1.18.-.-)	3501	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3502	Light-independent protochlorophyllide reductase subunit N (EC 1.18.-.-)	3502	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3503	lignostilbene-alpha,beta-dioxygenase	3503	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3504	Lignostilbene-alpha,beta-dioxygenase and related enzymes	3504	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3505	Lin2022 protein	3505	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3506	Lipase (EC 3.1.1.3) family protein, sll1969 homolog	3506	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3507	Lipase precursor (EC 3.1.1.3)	3507	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3508	Lipid A 3-O-deacylase	3508	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3509	Lipid A acylation protein PagP, palmitoyltransferase	3509	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3510	Lipid A biosynthesis (KDO) 2-(lauroyl)-lipid IVA acyltransferase (EC 2.3.1.-)	3510	10	1	1	1	1	276	1	1	1	1	0	1	3	0	5	93	1	1	1	1
3511	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	3511	10	1	1	1	16	75	1	1	1	1	77	1	3	99	1	1	1	18	1	1
3512	Lipid A export ATP-binding/permease protein MsbA	3512	10	305	9	1	1	1	1	1	1	1	6	1	218	0	1	1	1	29	1	1
3513	Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.25)	3513	10	1	2	5	3	13	3	8	4	67	18	6	48	7	0	0	2	2	19	4
3514	Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	3514	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3515	Lipid carrier protein IgrF	3515	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3516	Lipid-A-disaccharide synthase (EC 2.4.1.182)	3516	10	1	1	1	1	437	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3517	Lipoate synthase	3517	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3518	Lipoate synthase, cyanobacterial paralog	3518	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	9	1
3519	Lipoate-protein ligase A	3519	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	14	1	1
3520	Lipoate-protein ligase A type 2	3520	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3521	Lipocalin-related protein and Bos/Can/Equ allergen	3521	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3522	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)	3522	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3523	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)	3523	10	1	1	1	1	1	7	1	1	1	0	1	3	0	1	1	1	1	1	1
3524	Lipopolysaccharide ABC transporter, ATP-binding protein LptB	3524	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3525	Lipopolysaccharide biosynthesis glycosyltransferase	3525	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3526	Lipopolysaccharide biosynthesis protein WzxC	3526	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3527	Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)	3527	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3528	Lipopolysaccharide cholinephosphotransferase LicD2 (EC 2.7.8.-)	3528	10	1	1	1	1	1	1	1	1	1	0	21	3	0	1	1	1	1	1	1
3529	Lipopolysaccharide cholinephosphotransferase LicD3 (EC 2.7.8.-)	3529	10	1	1	1	1	17	13	1	8	1	0	1	19	0	15	1	1	14	1	1
3530	Lipopolysaccharide core biosynthesis glycosyltransferase, group 2 family protein (EC 2.4.1.-)	3530	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3531	Lipopolysaccharide core biosynthesis protein RfaY	3531	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3532	Lipopolysaccharide core biosynthesis protein RfaZ	3532	10	1	1	1	1	1	1	1	1	1	0	1	2165	0	1	1	1	1	1	1
3533	Lipopolysaccharide core biosynthesis protein WaaP (EC 2.7.-.-), heptosyl-I-kinase	3533	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
3534	Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	3534	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
