	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1
Na(+) H(+) antiporter subunit D	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+) H(+) antiporter subunit E	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+) H(+) antiporter subunit F	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+) H(+) antiporter subunit G	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	10	1	1	1	1	1	934	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	10	1	9	1	16	23	1	1	1	1	49	1	19	314	1	1	31	654	1	1871
Na/Pi cotransporter II-related protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na+/H+ antiporter NhaA type	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na+/H+ antiporter NhaB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Na+/H+ antiporter NhaD type	10	1	1	1	1	1	2594	1	1	1	0	1	3	0	1	1	1	1	1	1
Na+/H+-dicarboxylate symporters	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD kinase (EC 2.7.1.23)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD synthetase (EC 6.3.1.5)	10	8	1	1	1	1	7	1	1	1	2	1	3	3	1	1	31	94	1	9
NAD-dependent epimerase/dehydratase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD-dependent epimerase/dehydratase family protein	10	1	1	1	1	1	1	272	1	1	0	11	3	0	1	1	1	1	1	1
NAD-dependent formate dehydrogenase (EC 1.2.1.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD-dependent formate dehydrogenase alpha subunit	10	1	3	0	3	0	5	0	1	1	0	2	15	0	0	1	1	5	1	0
NAD-dependent formate dehydrogenase beta subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD-dependent formate dehydrogenase delta subunit	10	0	12	92	30	0	0	1	37	0	0	0	0	0	11	86	0	0	0	0
NAD-dependent formate dehydrogenase gamma subunit	10	0	1	0	0	3	2	0	0	1	6	1	12	4	0	1	1	30	6	6
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	10	3	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0
NAD-dependent malic enzyme (EC 1.1.1.38)	10	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0
NAD-dependent protein deacetylase of SIR2 family	10	1	1	1	1	1	1	1	1	1	34	1	3	86	1	1	1	11	1	70
NAD-independent protein deacetylase AcuC	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD-reducing hydrogenase subunit HoxE (EC 1.12.1.2)	10	0	0	5	0	2	0	2	0	2	0	1	0	0	1	0	0	0	0	0
NAD-reducing hydrogenase subunit HoxF (EC 1.12.1.2)	10	1	1	46	6	1	1	1	917	1171	0	1	3	0	1	4	1	18	1	1
NAD-reducing hydrogenase subunit HoxU (EC 1.12.1.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD-reducing hydrogenase subunit HoxY (EC 1.12.1.2)	10	2	2	0	3	1	3	0	1	1	0	0	8	0	0	0	0	0	0	0
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	10	1	1	1	6	1	253	1	540	1	212	1	3	0	1736	1	1	1	1	1
NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	10	1	1	1	1	1	1	1	1	3035	0	1	3	0	1	1	1	1	9	1
NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	10	0	4	0	5	0	0	7	0	22	0	0	0	0	0	5	0	0	1	14
NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD(P)H oxidoreductase YRKL (EC 1.6.99.-)	10	1	1	1	1	1	1	144	1	1	0	1	3	0	1	1	1	1	1	1
NAD(P)H-flavin reductase (EC 1.5.1.29) (EC 1.16.1.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NAD(P)H-quinone oxidoreductase subunit 3 (EC 1.6.5.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH dehydrogenase (EC 1.6.99.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH dehydrogenase (EC 1.6.99.3) in cluster with putative pheromone precursor	10	1	1	1	1	1	1	1	1	7	0	1	3	0	1	1	1	54	1	1
NADH dehydrogenase subunit 2	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH dehydrogenase subunit 3	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH dehydrogenase subunit 4L	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH dehydrogenase, subunit 5	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH oxidoreductase hcr (EC 1.-.-.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH peroxidase (EC 1.11.1.1)	10	1	1	1	1	1	1	1	1	1	2	1	3	0	1	1	11	1	1	1
NADH peroxidase Npx (EC 1.11.1.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH pyrophosphatase (EC 3.6.1.22)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-dependent butanol dehydrogenase (EC 1.1.1.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	10	1	2	1	2	0	3	0	1	0	1	3	13	0	1	0	2	4	0	0
NADH-dependent butanol dehydrogenase B (EC 1.1.1.-)	10	15	1	146	1	1	1	9	1	13	0	1	3	0	81	1	11	1	1	1
NADH-quinone oxidoreductase chain F 2 (EC 1.6.99.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	2	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3) homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	10	1	18	1	1	40	1	1	1	1	111	1	3	141	1	1	1	40	9	1
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	10	8	9	1	1	1	1	1	1	1	123	1	3	52	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	10	1	1	1	1	40	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	19	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	10	1	1	1	1	12	1	144	8	7	32	92	3	0	5	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADH:ubiquinone oxidoreductase 17.2 kD subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADP-dependent malic enzyme (EC 1.1.1.40)	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NADP-reducing hydrogenase, subunit A	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADP-reducing hydrogenase, subunit B	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADP-reducing hydrogenase, subunit C	10	1	1	1	1	1	1	1	1	1	40	1	3	0	1	1	1	1	1	1
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	10	1	2	2	2	1	2	1	5	2	1	1	27	1	0	0	10	8	2	5
NADPH dependent preQ0 reductase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADPH-dependent butanol dehydrogenase (EC 1.1.1.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADPH-dependent mycothiol reductase Mtr	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NADPH:quinone reductase (Quinone oxidoreductase) (EC 1.6.5.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NadR transcriptional regulator	10	1	1	1	1	6	1	1	1	1	6	1	3	2	1	1	11	1	1	1
Naphthoate synthase (EC 4.1.3.36)	10	2	0	10	0	2	3	0	1	5	0	1	0	0	0	0	0	0	0	0
Negative regulator of allantoin and glyoxylate utilization operons	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Negative regulator of beta-lactamase expression	10	1	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Negative regulator of flagellin synthesis	10	99	1	1	1	1	1	1	1	1	0	41	3	0	1	138	1	1	1	1
Negative regulator of flagellin synthesis FlgM	10	1	1	1	1	1	1	1	1	1	36	1	3	3	1	1	1	1	1	1
Negative regulator of genetic competence MecA	10	8	1	55	6	17	20	17	33	20	0	31	3	3	1	1	11	25	1	1
Negative transcriptional regulator	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Negative transcriptional regulator-copper transport operon	10	1	1	1	1	12	1	1	8	1	0	21	3	0	20	1	1	1	9	1
Neopullulanase (EC 3.2.1.135)	10	4	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
Neuraminidase NanP	10	1	1	5	2	0	5	0	2	4	0	5	16	0	2	1	0	0	0	0
Neurosporene desaturase (EC 1.-.-.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Ni,Fe-hydrogenase I cytochrome b subunit	10	0	0	5	0	0	1	2	0	3	0	1	0	0	0	0	0	0	0	0
Ni,Fe-hydrogenase I large subunit	10	0	0	1	0	0	0	2	4	1	0	0	0	19	0	0	0	191	39	0
Ni,Fe-hydrogenase III large subunit	10	1	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Ni,Fe-hydrogenase III small subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Ni,Fe-hydrogenase maturation factor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Ni/Fe-hydrogenase 2 B-type cytochrome subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Niacin transporter NiaP	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicel/Cobalt-specific TonB-dependent outer membrane receptor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel ABC transporter, periplasmic nickel-binding protein nikA2 (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel responsive regulator NikR	10	1	1	1	1	1	1	1	1	1	101	1	3	0	1	1	1	1	1	1
Nickel transport ATP-binding protein NikD (TC 3.A.1.5.3)	10	0	0	0	0	0	22	0	0	0	0	4	143	0	0	3	3	0	0	0
Nickel transport ATP-binding protein nikD2 (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	10	1	1	1	1	12	1	1	1	1	28	11	3	0	1	1	1	1	1	1
Nickel transport ATP-binding protein nikE2 (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel transport system permease protein NikB (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel transport system permease protein nikB2 (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel transport system permease protein NikC (TC 3.A.1.5.3)	10	1	1	9	1	1	1	1	1	1	0	11	3	0	15	1	1	1	1	1
Nickel transport system permease protein nikC2 (TC 3.A.1.5.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel transporter UreH	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel-cobalt-cadmium resistance protein NccB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nickel-dependent hydrogenase, large subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinamidase (EC 3.5.1.19)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinamidase family protein YcaC	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinamidase/isochorismatase family protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)	10	1	1	1	1	1	1	1	1	1	0	1	19	0	1	1	1	1	9	1
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinate-nucleotide adenylyltransferase, NadM family (EC 2.7.7.18)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	10	1	0	0	1	3	1	0	1	1	0	1	2	0	0	0	0	1	0	1
Nicotine adenine dinucleotide glycohydrolase (NADGH) (EC 3.2.2.5)	10	8	1	1	1	1	1	1	8	1	2	11	3	0	15	1	1	1	9	1
NifB-domain protein, type 2	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NifM protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NifS-like cysteine desulfurase DndA	10	1	1	37	1	29	287	1	221	1	0	1	582	0	1	1	1	1	35	1
NifT protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	20	1	1	1	1
NifX-associated protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NifZ protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate ABC transporter, ATP-binding protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate ABC transporter, nitrate-binding protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate ABC transporter, permease protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate reductase cytochrome c550-type subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate/nitrite response regulator protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate/nitrite sensor protein (EC 2.7.3.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrate/nitrite transporter	10	38	1	1	1	1	1	9	1	97	0	11	3	0	20	1	1	33	1	1
Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitric oxide -responding transcriptional regulator Dnr (Crp/Fnr family)	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitric oxide reductase activation protein NorD	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitric oxide reductase activation protein NorE	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitric oxide reductase activation protein NorQ	10	1	1	1	524	1	1	1	1	1	0	21	3	0	1	1	1	1	1	1
Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-)	10	1	26	1	1	1	1	9	1	1	194	1	3	710	1	1	1	253	182	1
Nitric oxide synthase oxygenase (EC 1.-.-.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitric oxide-dependent regulator DnrN or NorA	10	1	1	1	1	17	1	9	1	1	0	1	3	0	10	8	11	1	1	1
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	10	496	1	238	6	1	20	76	8	660	0	123	3	0	283	4	11	25	1	28
Nitric-oxide reductase subunit B (EC 1.7.99.7)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitric-oxide reductase subunit C (EC 1.7.99.7)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrilase 1 (EC 3.5.5.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrilase 2 (EC 3.5.5.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	10	15	9	1	55	92	27	9	8	1	26	11	109	780	1	1	62	253	1	450
Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite reductase accessory protein NirV	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite reductase associated c-type cytochorome NirN	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite reductase probable electron transfer 4Fe-S subunit (EC 1.7.1.4)	10	31	61	37	71	69	1	1	188	71	485	41	3	62	35	20	104	441	9	9
Nitrite transporter from formate/nitrite family	10	1	1	1	1	1	33	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite transporter NirC	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrite-sensitive transcriptional repressor NsrR	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogen assimilation regulatory protein Nac	10	8	1	1	1	1	1	1	1	1	26	1	3	210	1	1	1	58	9	1
Nitrogen regulation protein NR(I)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogen regulation protein NR(II) (EC 2.7.3.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogen regulatory protein P-II	10	1	1	1	202	1	1	1	1	1	0	1	3	0	395	1	1	1	1	1
Nitrogen regulatory protein P-II, glnK	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (iron-iron) alpha chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (iron-iron) beta chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (iron-iron) delta chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (iron-iron) reductase and maturation protein AnfH	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (molybdenum-iron) alpha chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (molybdenum-iron) beta chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (molybdenum-iron) reductase and maturation protein NifH	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (molybdenum-iron)-specific transcriptional regulator NifA	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	5
Nitrogenase (vanadium-iron) alpha chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (vanadium-iron) beta chain (EC 1.18.6.1)	10	1	1	1	1	241	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (vanadium-iron) delta chain (EC 1.18.6.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase (vanadium-iron) transcriptional regulator VnfA	10	1168	1	1	8293	2223	1	687	1375	4317	49	21	3	0	1	776	1	4	1	158
Nitrogenase FeMo-cofactor carrier protein NifX	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase FeMo-cofactor scaffold and assembly protein NifE	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase FeMo-cofactor scaffold and assembly protein NifN	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase FeMo-cofactor synthesis FeS core scaffold and assembly protein NifB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase FeMo-cofactor synthesis molybdenum delivery protein NifQ	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	41	1	1	1	1
Nitrogenase stabilizing/protective protein NifW	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase vanadium-cofactor synthesis protein VnfE	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase vanadium-cofactor synthesis protein VnfN	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrogenase-associated protein NifO	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrous oxide reductase maturation protein NosD	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrous oxide reductase maturation protein NosF (ATPase)	10	0	0	4	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
Nitrous oxide reductase maturation protein NosR	10	1	1	1	1	1	1	1	1	1	69	1	3	0	1	1	1	33	1	1
Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrous oxide reductase maturation transmembrane protein NosY	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Nitrous-oxide reductase (EC 1.7.99.6)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NLP/P60 family protein	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NMN 5'-nucleotidase, extracellular (EC 3.1.3.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NMN phosphatase (EC 3.1.3.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NnrS protein involved in response to NO	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NnrU family protein in cluster with Mesaconyl-CoA hydratase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
NnrU family protein, required for expression of nitric oxide and nitrite reductases (Nir and Nor)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non functional Dihydropteroate synthase 2	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NAD)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP) (EC 1.2.1.9)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non-ribosomal peptide synthetase modules, pyoverdine	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non-ribosomal peptide synthetase modules, pyoverdine??	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non-ribosomal peptide synthetase modules, siderophore biosynthesis	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Non-specific DNA-binding protein Dps	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
